2020-03-12,Androscoggin,Maine,23001,1,0
2020-03-13,Androscoggin,Maine,23001,1,0
2020-03-13,Cumberland,Maine,23005,1,0
2020-03-14,Androscoggin,Maine,23001,1,0
2020-03-14,Cumberland,Maine,23005,2,0
2020-03-15,Androscoggin,Maine,23001,1,0
2020-03-15,Cumberland,Maine,23005,10,0
2020-03-15,Lincoln,Maine,23015,1,0
2020-03-16,Androscoggin,Maine,23001,1,0
2020-03-16,Cumberland,Maine,23005,13,0
2020-03-16,Lincoln,Maine,23015,2,0
2020-03-16,Unknown,Maine,,1,0
2020-03-17,Androscoggin,Maine,23001,3,0
2020-03-17,Cumberland,Maine,23005,20,0
2020-03-17,Kennebec,Maine,23011,1,0
2020-03-17,Lincoln,Maine,23015,3,0
2020-03-17,Oxford,Maine,23017,1,0
2020-03-17,Unknown,Maine,,3,0
2020-03-17,York,Maine,23031,1,0
2020-03-18,Androscoggin,Maine,23001,3,0
2020-03-18,Cumberland,Maine,23005,29,0
2020-03-18,Kennebec,Maine,23011,1,0
2020-03-18,Lincoln,Maine,23015,4,0
2020-03-18,Oxford,Maine,23017,1,0
2020-03-18,Penobscot,Maine,23019,1,0
2020-03-18,Unknown,Maine,,3,0
2020-03-18,York,Maine,23031,1,0
2020-03-19,Androscoggin,Maine,23001,3,0
2020-03-19,Cumberland,Maine,23005,34,0
2020-03-19,Kennebec,Maine,23011,3,0
2020-03-19,Lincoln,Maine,23015,4,0
2020-03-19,Oxford,Maine,23017,1,0
2020-03-19,Penobscot,Maine,23019,1,0
2020-03-19,Unknown,Maine,,3,0
2020-03-19,York,Maine,23031,3,0
2020-03-20,Androscoggin,Maine,23001,3,0
2020-03-20,Cumberland,Maine,23005,35,0
2020-03-20,Kennebec,Maine,23011,4,0
2020-03-20,Lincoln,Maine,23015,4,0
2020-03-20,Oxford,Maine,23017,1,0
2020-03-20,Penobscot,Maine,23019,2,0
2020-03-20,Unknown,Maine,,3,0
2020-03-20,York,Maine,23031,5,0
2020-03-21,Androscoggin,Maine,23001,3,0
2020-03-21,Cumberland,Maine,23005,41,0
2020-03-21,Kennebec,Maine,23011,4,0
2020-03-21,Lincoln,Maine,23015,4,0
2020-03-21,Oxford,Maine,23017,4,0
2020-03-21,Penobscot,Maine,23019,2,0
2020-03-21,Sagadahoc,Maine,23023,1,0
2020-03-21,Unknown,Maine,,3,0
2020-03-21,York,Maine,23031,8,0
2020-03-22,Androscoggin,Maine,23001,3,0
2020-03-22,Cumberland,Maine,23005,56,0
2020-03-22,Kennebec,Maine,23011,4,0
2020-03-22,Lincoln,Maine,23015,4,0
2020-03-22,Oxford,Maine,23017,4,0
2020-03-22,Penobscot,Maine,23019,2,0
2020-03-22,Sagadahoc,Maine,23023,3,0
2020-03-22,Unknown,Maine,,5,0
2020-03-22,York,Maine,23031,8,0
2020-03-23,Androscoggin,Maine,23001,3,0
2020-03-23,Cumberland,Maine,23005,66,0
2020-03-23,Kennebec,Maine,23011,4,0
2020-03-23,Knox,Maine,23013,1,0
2020-03-23,Lincoln,Maine,23015,5,0
2020-03-23,Oxford,Maine,23017,5,0
2020-03-23,Penobscot,Maine,23019,3,0
2020-03-23,Sagadahoc,Maine,23023,3,0
2020-03-23,Unknown,Maine,,5,0
2020-03-23,York,Maine,23031,12,0
2020-03-24,Androscoggin,Maine,23001,3,0
2020-03-24,Cumberland,Maine,23005,74,0
2020-03-24,Kennebec,Maine,23011,5,0
2020-03-24,Knox,Maine,23013,1,0
2020-03-24,Lincoln,Maine,23015,5,0
2020-03-24,Oxford,Maine,23017,6,0
2020-03-24,Penobscot,Maine,23019,4,0
2020-03-24,Sagadahoc,Maine,23023,3,0
2020-03-24,Waldo,Maine,23027,1,0
2020-03-24,York,Maine,23031,16,0
2020-03-25,Androscoggin,Maine,23001,4,0
2020-03-25,Cumberland,Maine,23005,87,0
2020-03-25,Kennebec,Maine,23011,5,0
2020-03-25,Knox,Maine,23013,1,0
2020-03-25,Lincoln,Maine,23015,5,0
2020-03-25,Oxford,Maine,23017,6,0
2020-03-25,Penobscot,Maine,23019,4,0
2020-03-25,Sagadahoc,Maine,23023,4,0
2020-03-25,Unknown,Maine,,2,0
2020-03-25,Waldo,Maine,23027,1,0
2020-03-25,York,Maine,23031,23,0
2020-03-26,Androscoggin,Maine,23001,5,0
2020-03-26,Cumberland,Maine,23005,90,0
2020-03-26,Franklin,Maine,23007,1,0
2020-03-26,Kennebec,Maine,23011,6,0
2020-03-26,Knox,Maine,23013,1,0
2020-03-26,Lincoln,Maine,23015,5,0
2020-03-26,Oxford,Maine,23017,8,0
2020-03-26,Penobscot,Maine,23019,5,0
2020-03-26,Sagadahoc,Maine,23023,4,0
2020-03-26,Unknown,Maine,,1,0
2020-03-26,Waldo,Maine,23027,2,0
2020-03-26,York,Maine,23031,27,0
2020-03-27,Androscoggin,Maine,23001,6,0
2020-03-27,Cumberland,Maine,23005,92,1
2020-03-27,Franklin,Maine,23007,1,0
2020-03-27,Kennebec,Maine,23011,6,0
2020-03-27,Knox,Maine,23013,2,0
2020-03-27,Lincoln,Maine,23015,5,0
2020-03-27,Oxford,Maine,23017,8,0
2020-03-27,Penobscot,Maine,23019,6,0
2020-03-27,Sagadahoc,Maine,23023,4,0
2020-03-27,Unknown,Maine,,3,0
2020-03-27,Waldo,Maine,23027,2,0
2020-03-27,York,Maine,23031,33,0
2020-03-28,Androscoggin,Maine,23001,7,0
2020-03-28,Cumberland,Maine,23005,120,1
2020-03-28,Franklin,Maine,23007,2,0
2020-03-28,Kennebec,Maine,23011,9,0
2020-03-28,Knox,Maine,23013,2,0
2020-03-28,Lincoln,Maine,23015,5,0
2020-03-28,Oxford,Maine,23017,8,0
2020-03-28,Penobscot,Maine,23019,10,0
2020-03-28,Sagadahoc,Maine,23023,5,0
2020-03-28,Unknown,Maine,,3,0
2020-03-28,Waldo,Maine,23027,2,0
2020-03-28,York,Maine,23031,38,0
2020-03-29,Androscoggin,Maine,23001,8,0
2020-03-29,Cumberland,Maine,23005,142,2
2020-03-29,Franklin,Maine,23007,2,0
2020-03-29,Kennebec,Maine,23011,10,0
2020-03-29,Knox,Maine,23013,4,0
2020-03-29,Lincoln,Maine,23015,5,0
2020-03-29,Oxford,Maine,23017,9,0
2020-03-29,Penobscot,Maine,23019,11,0
2020-03-29,Sagadahoc,Maine,23023,7,0
2020-03-29,Somerset,Maine,23025,1,0
2020-03-29,Unknown,Maine,,5,1
2020-03-29,Waldo,Maine,23027,2,0
2020-03-29,York,Maine,23031,47,0
2020-03-30,Androscoggin,Maine,23001,8,0
2020-03-30,Cumberland,Maine,23005,154,3
2020-03-30,Franklin,Maine,23007,2,0
2020-03-30,Kennebec,Maine,23011,10,0
2020-03-30,Knox,Maine,23013,4,0
2020-03-30,Lincoln,Maine,23015,8,0
2020-03-30,Oxford,Maine,23017,9,0
2020-03-30,Penobscot,Maine,23019,12,0
2020-03-30,Sagadahoc,Maine,23023,7,0
2020-03-30,Somerset,Maine,23025,1,0
2020-03-30,Unknown,Maine,,5,0
2020-03-30,Waldo,Maine,23027,2,0
2020-03-30,York,Maine,23031,53,0
2020-03-31,Androscoggin,Maine,23001,11,0
2020-03-31,Cumberland,Maine,23005,169,3
2020-03-31,Franklin,Maine,23007,2,0
2020-03-31,Kennebec,Maine,23011,12,1
2020-03-31,Knox,Maine,23013,5,0
2020-03-31,Lincoln,Maine,23015,8,0
2020-03-31,Oxford,Maine,23017,9,0
2020-03-31,Penobscot,Maine,23019,12,0
2020-03-31,Sagadahoc,Maine,23023,7,0
2020-03-31,Somerset,Maine,23025,1,0
2020-03-31,Unknown,Maine,,6,0
2020-03-31,Waldo,Maine,23027,2,0
2020-03-31,York,Maine,23031,59,1
2020-04-01,Androscoggin,Maine,23001,12,0
2020-04-01,Cumberland,Maine,23005,192,5
2020-04-01,Franklin,Maine,23007,2,0
2020-04-01,Hancock,Maine,23009,1,0
2020-04-01,Kennebec,Maine,23011,17,1
2020-04-01,Knox,Maine,23013,5,0
2020-04-01,Lincoln,Maine,23015,8,0
2020-04-01,Oxford,Maine,23017,9,0
2020-04-01,Penobscot,Maine,23019,13,0
2020-04-01,Sagadahoc,Maine,23023,10,0
2020-04-01,Somerset,Maine,23025,1,0
2020-04-01,Unknown,Maine,,7,0
2020-04-01,Waldo,Maine,23027,2,0
2020-04-01,York,Maine,23031,65,1
2020-04-02,Androscoggin,Maine,23001,12,0
2020-04-02,Cumberland,Maine,23005,204,5
2020-04-02,Franklin,Maine,23007,3,0
2020-04-02,Hancock,Maine,23009,2,0
2020-04-02,Kennebec,Maine,23011,19,1
2020-04-02,Knox,Maine,23013,7,0
2020-04-02,Lincoln,Maine,23015,8,0
2020-04-02,Oxford,Maine,23017,9,0
2020-04-02,Penobscot,Maine,23019,16,0
2020-04-02,Sagadahoc,Maine,23023,10,0
2020-04-02,Somerset,Maine,23025,2,0
2020-04-02,Unknown,Maine,,8,0
2020-04-02,Waldo,Maine,23027,2,0
2020-04-02,York,Maine,23031,74,1
2020-04-03,Androscoggin,Maine,23001,19,0
2020-04-03,Aroostook,Maine,23003,1,0
2020-04-03,Cumberland,Maine,23005,222,7
2020-04-03,Franklin,Maine,23007,4,0
2020-04-03,Hancock,Maine,23009,2,0
2020-04-03,Kennebec,Maine,23011,19,1
2020-04-03,Knox,Maine,23013,9,0
2020-04-03,Lincoln,Maine,23015,8,0
2020-04-03,Oxford,Maine,23017,10,0
2020-04-03,Penobscot,Maine,23019,20,0
2020-04-03,Sagadahoc,Maine,23023,12,0
2020-04-03,Somerset,Maine,23025,2,0
2020-04-03,Unknown,Maine,,11,0
2020-04-03,Waldo,Maine,23027,3,0
2020-04-03,Washington,Maine,23029,1,0
2020-04-03,York,Maine,23031,89,1
2020-04-04,Androscoggin,Maine,23001,20,0
2020-04-04,Aroostook,Maine,23003,1,0
2020-04-04,Cumberland,Maine,23005,231,7
2020-04-04,Franklin,Maine,23007,4,0
2020-04-04,Hancock,Maine,23009,2,0
2020-04-04,Kennebec,Maine,23011,21,1
2020-04-04,Knox,Maine,23013,9,0
2020-04-04,Lincoln,Maine,23015,8,0
2020-04-04,Oxford,Maine,23017,11,0
2020-04-04,Penobscot,Maine,23019,22,0
2020-04-04,Sagadahoc,Maine,23023,13,0
2020-04-04,Somerset,Maine,23025,3,0
2020-04-04,Unknown,Maine,,12,0
2020-04-04,Waldo,Maine,23027,3,0
2020-04-04,Washington,Maine,23029,1,0
2020-04-04,York,Maine,23031,95,2
2020-04-05,Androscoggin,Maine,23001,20,0
2020-04-05,Aroostook,Maine,23003,1,0
2020-04-05,Cumberland,Maine,23005,238,7
2020-04-05,Franklin,Maine,23007,4,0
2020-04-05,Hancock,Maine,23009,2,0
2020-04-05,Kennebec,Maine,23011,22,1
2020-04-05,Knox,Maine,23013,9,0
2020-04-05,Lincoln,Maine,23015,8,0
2020-04-05,Oxford,Maine,23017,11,0
2020-04-05,Penobscot,Maine,23019,22,0
2020-04-05,Sagadahoc,Maine,23023,13,0
2020-04-05,Somerset,Maine,23025,4,0
2020-04-05,Unknown,Maine,,11,0
2020-04-05,Waldo,Maine,23027,3,0
2020-04-05,Washington,Maine,23029,1,0
2020-04-05,York,Maine,23031,101,2
2020-04-06,Androscoggin,Maine,23001,23,0
2020-04-06,Aroostook,Maine,23003,1,0
2020-04-06,Cumberland,Maine,23005,249,7
2020-04-06,Franklin,Maine,23007,5,0
2020-04-06,Hancock,Maine,23009,2,0
2020-04-06,Kennebec,Maine,23011,23,1
2020-04-06,Knox,Maine,23013,9,0
2020-04-06,Lincoln,Maine,23015,9,0
2020-04-06,Oxford,Maine,23017,11,0
